"","PERMNO","YEAR","RET","ret"
"1",10000,1986,-0.798780594105747,-0.798780594105747
"2",10000,1987,-0.575758501699314,-0.575758501699314
"3",10001,1986,0.297045157050722,0.297045157050722
"4",10001,1987,-0.0989835270992305,-0.0989835270992305
"5",10001,1988,0.160856032832981,0.160856032832981
"6",10001,1989,0.687744114785769,0.687744114785769
"7",10001,1990,-0.00926449302784038,-0.00926449302784038
"8",10001,1991,0.607307214998098,0.607307214998098
"9",10001,1992,0.0134228794130007,0.0134228794130007
"10",10001,1993,0.371066418858488,0.371066418858488
"11",10001,1994,-0.0904051788187319,-0.0904051788187319
"12",10001,1995,0.229127918263079,0.229127918263079
"13",10001,1996,-0.0912170169749555,-0.0912170169749555
"14",10001,1997,0.164944337478276,0.164944337478276
"15",10001,1998,0.124418900466538,0.124418900466538
"16",10001,1999,-0.0689978664939405,-0.0689978664939405
"17",10001,2000,0.215635903033546,0.215635903033546
"18",10001,2001,0.229368874000882,0.229368874000882
"19",10001,2002,-0.319612599180057,-0.319612599180057
"20",10001,2003,-0.177113189292227,-0.177113189292227
"21",10001,2004,0.159656126440995,0.159656126440995
"22",10001,2005,0.41184034780302,0.41184034780302
"23",10001,2006,0.183099924373145,0.183099924373145
"24",10001,2007,0.337672308930109,0.337672308930109
"25",10001,2008,-0.0753666115371541,-0.0753666115371541
"26",10001,2009,0.324740712580422,0.324740712580422
"27",10001,2010,0.07407207595554,0.07407207595554
"28",10001,2011,0.139600347646555,0.139600347646555
"29",10001,2012,-0.139628720208418,-0.139628720208418
"30",10001,2013,-0.091282093843246,-0.091282093843246
"31",10001,2014,0.444208611175726,0.444208611175726
"32",10001,2015,-0.280755798203516,-0.280755798203516
"33",10001,2016,0.739179235420611,0.739179235420611
"34",10001,2017,0.0562389134335941,0.0562389134335941
"35",10002,1986,0.0531966321888129,0.0531966321888129
"36",10002,1987,-0.191920266986405,-0.191920266986405
"37",10002,1988,-0.162502486682721,-0.162502486682721
"38",10002,1989,-0.268657555101627,-0.268657555101627
"39",10002,1990,-0.183674870261616,-0.183674870261616
"40",10002,1991,0.199999306345164,0.199999306345164
"41",10002,1992,0.500002486539977,0.500002486539977
"42",10002,1993,0.450612936521068,0.450612936521068
"43",10002,1994,0.0399960473949454,0.0399960473949454
"44",10002,1995,0.0926086401216488,0.0926086401216488
"45",10002,1996,-0.0436345135164242,-0.0436345135164242
"46",10002,1997,0.96554439740733,0.96554439740733
"47",10002,1998,-0.0484429956024226,-0.0484429956024226
"48",10002,1999,-0.178736116579016,-0.178736116579016
